,Seconds_start_point,Date_start_point,Seconds_last_point,Date_last_point,Equations_of_line,Monthly_index
0,0.0,2023-01-01 03:30:00,80901.0,2023-01-01 06:41:00,Line 1: y = 0.00000278x + (0.00000000),0.12159
1,80901.0,2023-01-01 06:41:00,169146.0,2023-01-01 07:40:00,Line 2: y = 0.00000254x + (0.01869010),0.11147
2,169146.0,2023-01-01 07:40:00,268652.0,2023-01-01 08:46:00,Line 3: y = 0.00000226x + (0.06740572),0.09885
3,268652.0,2023-01-01 08:46:00,376965.0,2023-01-01 13:10:00,Line 4: y = 0.00000207x + (0.11670689),0.09082
4,376965.0,2023-01-01 13:10:00,437270.0,2023-01-01 13:21:00,Line 5: y = 0.00000168x + (0.26658901),0.0734
